,ComplaintTrain,ComplaintTrainLabel,EmotionTrain,EmotionTrainLabel,SentimentTrain,SentimentTrainLabel,SarcasmTrain,SarcasmTrainLabel
280,new phone who dis ?,0,leftover chicken ? don t worry we ve got your back with mini pot pies ! promotion perduecrew,2,is it fair to ask for a new case manager if i feel mine is inadequate ?,0,there is no question in my mind that al avila stopped leaking news to and fenech is punishing the organization . there has to be some element of truth to that . fenech has been torching the tigers for 6 months . after years of fluff !,0
281,oh ! but it is a dark and stormy night in my novel ! d,0,till service in liverpool store is shocking,0,i have been excited for this for months and it is finally here ! loving,2,but women out number men,1
282,it s hard work i took a pole class once and almost died,0,tried many times to check out with the 10 off weekend yesterday and it did not work ! can i still place my order with 10 off,4,that s kind of the point . jules verne was french and making commentary on the stereotypical englishman .,1,good luck to nick timothy for selection in meriden tomorrow . he has made some mistakes but he is still one of the best thinkers the modern day tory party has .,1
283,trying to check in online but unable to find my booking . unable to reach agent . can you assist ?,1,i am fr,3,high voltage the idea of lady doritos is not going well,0,the thighs,0
284,eagles are better team today still cannot believe lack of penalties refs not a factor at all,0,sad but true . .,4,in store .,1,nah we need to start sex trafficking these niggas .,0
285,i am trying to order some sale boots for an hour now and it just buffers and my internet is fine ? help please,1,never received my email with instructions for redeeming my 14 day sling tv trial from recent roku purchase,4,bet he got bit when he was helping that guy . that is why he wanted negan to kill him .,0,why do i keep feeling like shit,0
286,i just gave 5 stars to felicia at for the great service i received !,0,ok thank you tomorrow i will go and update my details but i hope it will work again without hiccups .,3,how do i get in touch with oneplus regarding sponsorship for a college fest ?,1,beres a good question why is online right now,0
287,no lights till now what is the issue seriously ! !,1,still no reply re minor ailments scheme in sussex,0,my friend just saved a bunch of money on car insurance by switching to like legit scoutshonor,2,had a great time running n gunning with these sweaty legends ! thanks to punk for a great stream . catch her,0
288,what is wrong with me ? ! i cannot stop giggling .,0,is betterthansanta i wish my mom could get the gift of a new smile . this year h,2,hi awaiting answer on my bill issue . .,1,over and over this is the beginning of the rest of yoru lifee ?,0
289,no you fuckwit it is because this tax bill is a huge scam .,0,top 20 songs november 2017 via,3,it was sent,1,this idea that you can just cook those 3 guards and then go defend them like it is no big deal that is wild to me get me a rim protector and would welcome that challenge !,0
290,other than card payment why do not we in india have other forms like net banking of payment to pay aws bills .,1,oh really ?,3,thanks but i am going to have to go in now as i wanted next day delivery for a night out friday,2,unataka uimbiwe mbekecheng ? ?,1
291,i swear has some of the worst customer service on this fucking planet,1,please take care of these soon ! ! trees with a dangerous lean to the line,1,why cannot we get an update on when power will be restored in marlboro ma ? we re working on it is not helpful,1,who is lady gaga,1
292,the billericay car park is equally dangerous and car damaging,1,victory hand to 2017 . . 2018 is going to be even better . .,2,,1,shooting them selves in the foot ! everyone will just be hitting up their local neighborhood bud man that grows his own .,0
293,so . . my adjuster was supposed to return my call within two hours . i called her at 1 . it is 430 .,1,wishing the happiest of 21st birthdays to my very best friend !,2,mulder out there squatchin . this episode is going to be fun . thexfiles,2,wow . dokkan s your roots do not forget shaking my horse,1
294,rogue one the last jedi easter egg hyperspace tracking is one of the files in the data bank on scarif .,0,let s all go,3,why is every location i go to out of the buttermilk tenders ?,2,just think what an lsu team could look like it joe burrow had any talent for teammates,1
295,to be fair it is mike huckabee . so depends on how you define people .,0,cannot believe how bad powerbeats3 are . 20 minute train journey and not got through one song because i keep reseting shit,0,still no 4g in leamington spa cv32 4hn . .,0,everybody talking joe burrow up as the best quarterback lsu has ever had like jordan jefferson did not even exist .,1
296,bruh you gon do the whole new big k . r . i . t . album ? it would be dope if you did,0,if you gone be a player make sure you know who to play cause when you play good people you play yourself,3,self assessment,1,giannis stat line is something we have not seen since carmelo was with the knicks .,0
